Month,product_category,Product_Subcategory,Quantity,Unit_Price,Price,Tax,Payment_mode,Store_type,Reviews,Income,city,Gender,Marital_status,Education_Level,Profession_Type,Return
October,Clothing,Mens,4,1197,4788,502.74,Debit Card,TeleShop,1.0,28235.0,Kolkata,M,0,Basic,Salaried,0
October,Electronics,Computers,2,672,1344,141.12,Mobile Payments,MBR,3.0,93401.0,New Delhi,M,0,Others,Salaried,0
October,Books,Fiction,5,1344,6720,705.6,Credit Card,TeleShop,5.0,72839.0,Kolkata,F,1,Master,Salaried,0
October,Home and kitchen,Bath,5,448,2240,141.12,Mobile Payments,TeleShop,2.0,23559.0,Vishakhapatnam,M,1,Others,Salaried,1
October,Footwear,Women,1,1343,1343,141.015,Mobile Payments,TeleShop,5.0,43806.0,Bangalore,F,0,Master,Salaried,0
October,Footwear,Kids,4,1300,5200,546.0,Credit Card,Flagship store,5.0,39147.0,Kolkata,F,0,Master,Salaried,0
October,Footwear,Women,1,361,361,37.905,Mobile Payments,Flagship store,5.0,25853.0,Bangalore,M,1,Master,Salaried,0
October,Home and kitchen,Furnishing,3,219,657,68.985,Mobile Payments,MBR,5.0,16086.0,Hyderabad,F,0,Others,Self Employed,0
October,Clothing,Mens,2,826,1652,173.46,Mobile Payments,e-Shop,4.0,27382.0,New Delhi,F,0,Master,Others,0
October,Home and kitchen,Kitchen,1,1334,1334,140.07,Cash,Flagship store,5.0,114056.0,Pune,M,1,Basic,Self Employed,0
October,Books,Non-Fiction,1,1393,1393,146.265,Mobile Payments,e-Shop,2.0,104867.0,Vishakhapatnam,F,1,Others,Salaried,0
October,Bags,Mens,2,729,1458,153.09,Mobile Payments,e-Shop,4.0,17339.0,Mumbai,M,0,Master,Others,0
October,Electronics,Audio and video,1,1333,1333,139.965,Mobile Payments,e-Shop,3.0,72926.0,Bangalore,M,1,Master,Self Employed,0
October,Footwear,Women,4,700,2800,294.0,Credit Card,e-Shop,5.0,27395.0,Kolkata,M,0,Master,Self Employed,0
October,Books,Academic,4,1048,4192,440.16,Credit Card,e-Shop,5.0,18761.0,Chennai,F,0,Master,Self Employed,0
October,Bags,Mens,5,266,1330,139.65,Mobile Payments,TeleShop,5.0,33020.0,Bangalore,M,0,Others,Others,0
October,Home and kitchen,Furnishing,4,482,1928,202.44,Mobile Payments,e-Shop,5.0,13033.0,Mumbai,M,1,Others,Self Employed,0
October,Electronics,Computers,2,1348,2696,283.08,Debit Card,Flagship store,5.0,48424.0,Ahmedabad,F,0,PhD,Self Employed,0
October,Clothing,Mens,2,662,1324,139.02,Cash,Flagship store,5.0,93742.0,Ahmedabad,M,1,Basic,Salaried,0
October,Electronics,Mobiles,1,1324,1324,139.02,Mobile Payments,Flagship store,3.0,11428.0,Pune,F,1,Master,Salaried,0
October,Electronics,Mobiles,4,1287,5148,405.405,Debit Card,e-Shop,1.0,131315.0,Ahmedabad,F,1,Master,Others,1
October,Bags,Women,5,1056,5280,554.4,Credit Card,e-Shop,4.0,15966.0,Gurgaon,M,1,Master,Salaried,0
October,Footwear,Women,5,923,4615,290.745,Debit Card,TeleShop,1.0,26926.0,Chennai,M,0,Others,Salaried,1
October,Bags,Women,5,1161,5805,487.62,Credit Card,TeleShop,2.0,42505.0,Hyderabad,F,1,Basic,Salaried,1
October,Footwear,Mens,4,1145,4580,480.9,Debit Card,MBR,4.0,130294.0,Ahmedabad,M,1,Basic,Self Employed,0
October,Bags,Women,4,1318,5272,138.39,Mobile Payments,MBR,5.0,109909.0,Hyderabad,F,1,Basic,Salaried,1
October,Footwear,Mens,5,302,1510,158.55,Mobile Payments,TeleShop,4.0,51629.0,Kolkata,F,0,Basic,Salaried,0
October,Books,DIY,4,832,3328,174.72,Mobile Payments,e-Shop,1.0,55528.0,Hyderabad,M,1,Basic,Others,1
October,Home and kitchen,Furnishing,5,395,1975,207.375,Debit Card,e-Shop,5.0,17845.0,Kolkata,F,0,Master,Others,0
October,Books,Non-Fiction,4,1314,5256,137.97,Cash,Flagship store,2.0,129573.0,New Delhi,M,0,PhD,Salaried,1
October,Footwear,Kids,4,1484,5936,623.28,Credit Card,e-Shop,3.0,106985.0,Bangalore,F,0,PhD,Salaried,0
October,Clothing,Women,4,760,3040,319.2,Debit Card,Flagship store,4.0,102012.0,New Delhi,M,1,PhD,Others,0
October,Clothing,Mens,1,1309,1309,137.445,Mobile Payments,TeleShop,4.0,112838.0,Chennai,M,1,PhD,Salaried,0
October,Bags,Mens,1,1167,1167,122.535,Mobile Payments,MBR,5.0,30618.0,New Delhi,F,1,PhD,Self Employed,0
October,Footwear,Women,4,1306,5224,137.13,Cash,MBR,1.0,99211.0,Mumbai,F,0,PhD,Others,1
October,Footwear,Kids,3,438,1314,137.97,Mobile Payments,e-Shop,1.0,118568.0,Mumbai,F,1,PhD,Salaried,0
October,Electronics,Cameras,2,651,1302,136.71,Mobile Payments,Flagship store,5.0,85185.0,Ahmedabad,M,1,PhD,Self Employed,0
October,Bags,Mens,4,976,3904,409.92,Credit Card,e-Shop,3.0,64623.0,Ahmedabad,F,1,PhD,Salaried,0
October,Books,DIY,5,515,2575,54.075,Mobile Payments,e-Shop,1.0,39186.0,Chennai,F,1,Master,Salaried,1
October,Bags,Women,4,1188,4752,623.7,Credit Card,e-Shop,3.0,82218.0,Kolkata,M,1,Basic,Others,1
October,Footwear,Women,1,1086,1086,114.03,Mobile Payments,TeleShop,5.0,44302.0,Chennai,F,0,Others,Others,0
October,Books,DIY,5,327,1635,137.34,Mobile Payments,e-Shop,4.0,122336.0,Pune,F,0,Others,Others,1
October,Home and kitchen,Bath,3,669,2007,210.735,Credit Card,e-Shop,5.0,106906.0,Ahmedabad,M,1,Others,Self Employed,0
October,Footwear,Kids,1,672,672,70.56,Mobile Payments,e-Shop,5.0,63044.0,Vishakhapatnam,F,1,Basic,Self Employed,0
October,Books,Fiction,3,1133,3399,356.895,Debit Card,e-Shop,5.0,40688.0,New Delhi,M,1,Basic,Salaried,0
October,Bags,Mens,5,259,1295,135.975,Cash,Flagship store,4.0,25815.0,Hyderabad,M,0,Basic,Self Employed,0
October,Clothing,Women,3,382,1146,120.33,Mobile Payments,TeleShop,2.0,78077.0,New Delhi,M,1,Others,Salaried,0
October,Home and kitchen,Tools,1,1290,1290,135.45,Mobile Payments,e-Shop,4.0,72114.0,Gurgaon,F,0,Graduation,Salaried,0
October,Footwear,Kids,3,1296,3888,408.24,Debit Card,Flagship store,5.0,20145.0,Chennai,M,0,Others,Others,0
October,Books,DIY,1,1290,1290,135.45,Mobile Payments,MBR,5.0,27842.0,Ahmedabad,M,0,Others,Salaried,0
October,Home and kitchen,Bath,2,806,1612,169.26,Mobile Payments,Flagship store,4.0,12345.0,Chennai,M,1,Others,Salaried,0
October,Home and kitchen,Kitchen,4,1057,4228,443.94,Credit Card,TeleShop,4.0,31178.0,Mumbai,M,1,PhD,Others,0
October,Books,DIY,3,844,2532,265.86,Credit Card,MBR,3.0,76434.0,Chennai,M,1,PhD,Self Employed,0
October,Footwear,Mens,2,238,476,49.98,Mobile Payments,TeleShop,4.0,43117.0,Kolkata,M,0,PhD,Self Employed,0
October,Home and kitchen,Kitchen,1,1289,1289,135.345,Mobile Payments,e-Shop,5.0,100137.0,Mumbai,M,0,PhD,Salaried,0
October,Books,Academic,3,231,693,72.765,Mobile Payments,e-Shop,4.0,9568.0,Pune,F,1,Others,Self Employed,0
October,Books,DIY,5,309,1545,162.225,Mobile Payments,TeleShop,1.0,83942.0,Mumbai,F,1,PhD,Self Employed,1
October,Clothing,Mens,1,494,494,51.87,Cash,MBR,4.0,61205.0,Pune,F,0,Others,Others,0
October,Footwear,Women,5,1163,5815,610.575,Debit Card,e-Shop,5.0,80631.0,Vishakhapatnam,M,0,Others,Others,0
October,Electronics,Audio and video,1,646,646,67.83,Mobile Payments,TeleShop,2.0,68865.0,Ahmedabad,M,0,PhD,Salaried,0
October,Footwear,Women,4,763,3052,320.46,Debit Card,TeleShop,4.0,25485.0,Ahmedabad,F,1,Others,Self Employed,0
October,Clothing,Women,5,1058,5290,555.45,Debit Card,e-Shop,4.0,70729.0,Hyderabad,M,0,Basic,Self Employed,0
October,Electronics,Personal Appliances,1,1281,1281,134.505,Mobile Payments,e-Shop,4.0,110905.0,Chennai,M,1,Basic,Self Employed,0
October,Books,Fiction,1,1280,1280,134.4,Mobile Payments,e-Shop,5.0,51444.0,Chennai,M,1,Basic,Salaried,0
October,Home and kitchen,Furnishing,3,459,1377,144.585,Mobile Payments,TeleShop,5.0,86321.0,Chennai,M,1,PhD,Others,0
October,Footwear,Mens,2,642,1284,134.82,Mobile Payments,e-Shop,5.0,70158.0,Chennai,M,0,PhD,Self Employed,0
October,Bags,Women,5,1031,5155,108.255,Mobile Payments,e-Shop,1.0,15602.0,New Delhi,M,1,PhD,Others,1
October,Footwear,Women,4,72,288,30.24,Mobile Payments,e-Shop,2.0,19236.0,Gurgaon,F,1,Master,Self Employed,0
October,Home and kitchen,Tools,2,638,1276,133.98,Mobile Payments,Flagship store,2.0,85740.0,Vishakhapatnam,M,1,PhD,Self Employed,0
October,Clothing,Mens,4,506,2024,212.52,Credit Card,e-Shop,5.0,118140.0,Chennai,F,1,Master,Others,0
October,Footwear,Mens,2,637,1274,133.77,Mobile Payments,MBR,4.0,47551.0,Mumbai,M,0,Basic,Salaried,0
October,Clothing,Mens,4,215,860,90.3,Mobile Payments,TeleShop,5.0,102050.0,Kolkata,F,0,Graduation,Salaried,0
October,Books,Non-Fiction,5,1011,5055,530.775,Debit Card,TeleShop,4.0,72866.0,Ahmedabad,F,0,PhD,Others,0
October,Books,Fiction,1,1271,1271,133.455,Cash,Flagship store,5.0,11003.0,Vishakhapatnam,F,1,Basic,Others,0
October,Footwear,Kids,3,150,450,47.25,Mobile Payments,MBR,2.0,15497.0,Kolkata,M,0,Others,Salaried,0
October,Footwear,Mens,4,598,2392,251.16,Debit Card,TeleShop,5.0,17818.0,Ahmedabad,M,0,Others,Others,0
October,Books,Fiction,4,106,424,44.52,Cash,Flagship store,2.0,84587.0,Gurgaon,M,1,Basic,Others,0
October,Clothing,Mens,1,281,281,29.505,Mobile Payments,TeleShop,4.0,108988.0,Hyderabad,F,0,Basic,Salaried,0
October,Bags,Mens,2,1365,2730,286.65,Credit Card,e-Shop,4.0,15503.0,Vishakhapatnam,M,1,Basic,Salaried,0
October,Clothing,Mens,5,252,1260,132.3,Mobile Payments,TeleShop,5.0,50762.0,Vishakhapatnam,M,1,Graduation,Self Employed,0
October,Footwear,Kids,2,1402,2804,294.42,Credit Card,e-Shop,5.0,60296.0,Vishakhapatnam,F,0,Master,Self Employed,0
October,Bags,Women,5,510,2550,267.75,Debit Card,MBR,5.0,88671.0,Bangalore,M,1,Others,Salaried,0
October,Clothing,Mens,4,893,3572,375.06,Credit Card,e-Shop,4.0,57376.0,Chennai,F,1,Others,Others,0
October,Bags,Women,5,1108,5540,581.7,Debit Card,e-Shop,5.0,19170.0,Gurgaon,M,0,PhD,Self Employed,0
October,Footwear,Mens,3,1357,4071,427.455,Debit Card,MBR,2.0,139355.0,Hyderabad,F,1,PhD,Salaried,1
October,Footwear,Mens,4,1146,4584,481.32,Credit Card,e-Shop,5.0,93211.0,Ahmedabad,F,1,Graduation,Self Employed,0
October,Electronics,Mobiles,2,251,502,52.71,Mobile Payments,Flagship store,5.0,97655.0,Mumbai,M,1,PhD,Salaried,0
October,Home and kitchen,Furnishing,1,711,711,74.655,Cash,MBR,5.0,22850.0,Chennai,M,1,PhD,Self Employed,0
October,Bags,Women,3,1376,4128,433.44,Debit Card,TeleShop,5.0,27906.0,Chennai,M,0,Master,Self Employed,0
October,Home and kitchen,Tools,4,1268,5072,532.56,Credit Card,e-Shop,5.0,30904.0,Gurgaon,M,1,Basic,Others,0
October,Books,Academic,3,570,1710,179.55,Mobile Payments,TeleShop,4.0,20250.0,Mumbai,F,0,PhD,Self Employed,0
October,Footwear,Kids,3,744,2232,234.36,Credit Card,Flagship store,5.0,92581.0,Chennai,F,0,Graduation,Self Employed,0
October,Footwear,Kids,5,923,4615,484.575,Credit Card,Flagship store,3.0,75547.0,Kolkata,M,1,Graduation,Salaried,0
October,Clothing,Women,3,297,891,93.555,Mobile Payments,TeleShop,5.0,112467.0,Mumbai,F,0,Graduation,Self Employed,0
October,Home and kitchen,Furnishing,4,1208,4832,507.36,Credit Card,e-Shop,3.0,105275.0,Vishakhapatnam,M,1,Graduation,Self Employed,0
October,Bags,Women,5,1017,5085,106.785,Mobile Payments,TeleShop,1.0,91920.0,Mumbai,M,0,Graduation,Others,1
October,Books,Academic,1,452,452,47.46,Cash,Flagship store,5.0,16645.0,Ahmedabad,M,0,Graduation,Salaried,0
October,Electronics,Computers,5,1281,6405,672.525,Debit Card,e-Shop,4.0,94783.0,New Delhi,F,0,Graduation,Others,0
October,Footwear,Kids,4,666,2664,349.65,Credit Card,TeleShop,1.0,90520.0,Pune,M,0,Graduation,Others,1
October,Clothing,Mens,5,1241,6205,130.305,Cash,Flagship store,1.0,17765.0,Hyderabad,F,0,Graduation,Others,1
October,Home and kitchen,Bath,3,1090,3270,343.35,Credit Card,e-Shop,5.0,60840.0,Vishakhapatnam,M,1,Graduation,Others,0
October,Clothing,Women,4,310,1240,130.2,Mobile Payments,TeleShop,2.0,93242.0,Hyderabad,M,1,Basic,Self Employed,0
October,Clothing,Mens,1,1110,1110,116.55,Cash,MBR,4.0,103014.0,Hyderabad,M,0,Graduation,Salaried,0
October,Clothing,Mens,3,555,1665,174.825,Mobile Payments,TeleShop,4.0,53813.0,Mumbai,F,1,Graduation,Salaried,0
October,Electronics,Computers,5,1298,6490,545.16,Credit Card,MBR,1.0,96152.0,Mumbai,F,1,Graduation,Salaried,1
October,Bags,Women,1,1180,1180,123.9,Cash,Flagship store,5.0,28655.0,Ahmedabad,F,1,Basic,Salaried,0
October,Footwear,Kids,2,618,1236,129.78,Cash,MBR,5.0,59992.0,Chennai,M,0,Basic,Others,0
October,Books,Academic,4,1254,5016,526.68,Debit Card,TeleShop,4.0,69693.0,Ahmedabad,F,1,Others,Others,0
October,Bags,Women,4,1117,4468,469.14,Debit Card,Flagship store,4.0,62474.0,Bangalore,M,1,Others,Self Employed,0
October,Home and kitchen,Furnishing,2,1027,2054,215.67,Debit Card,e-Shop,5.0,90332.0,Gurgaon,M,0,Others,Others,0
October,Clothing,Mens,1,1230,1230,129.15,Mobile Payments,Flagship store,1.0,107246.0,Pune,M,1,Others,Others,0
October,Electronics,Mobiles,1,1191,1191,125.055,Mobile Payments,Flagship store,5.0,53700.0,Kolkata,F,1,Others,Self Employed,0
October,Clothing,Mens,4,307,1228,128.94,Mobile Payments,e-Shop,5.0,145551.0,Kolkata,M,1,Graduation,Salaried,0
October,Clothing,Mens,2,1211,2422,254.31,Debit Card,TeleShop,5.0,110968.0,Hyderabad,F,1,Others,Salaried,0
October,Home and kitchen,Furnishing,3,797,2391,251.055,Debit Card,e-Shop,4.0,102658.0,Ahmedabad,M,1,Others,Others,0
October,Books,Non-Fiction,2,323,646,67.83,Mobile Payments,TeleShop,2.0,25858.0,Hyderabad,M,1,Master,Self Employed,0
October,Footwear,Mens,5,653,3265,342.825,Credit Card,Flagship store,1.0,40434.0,Vishakhapatnam,M,0,Master,Others,0
October,Books,Non-Fiction,5,568,2840,298.2,Debit Card,TeleShop,5.0,14207.0,Bangalore,M,1,Graduation,Salaried,0
October,Home and kitchen,Kitchen,3,406,1218,127.89,Mobile Payments,e-Shop,5.0,59614.0,Chennai,F,0,Graduation,Others,0
October,Books,DIY,5,248,1240,130.2,Mobile Payments,e-Shop,2.0,77292.0,New Delhi,M,1,Graduation,Salaried,1
October,Footwear,Mens,3,721,2163,227.115,Credit Card,MBR,2.0,87363.0,Kolkata,M,1,Basic,Others,0
October,Clothing,Women,3,627,1881,197.505,Mobile Payments,e-Shop,2.0,48228.0,Ahmedabad,M,1,Others,Self Employed,0
October,Footwear,Mens,1,1077,1077,113.085,Mobile Payments,MBR,5.0,25871.0,Kolkata,M,1,Basic,Self Employed,0
October,Electronics,Cameras,2,1492,2984,313.32,Debit Card,MBR,1.0,73562.0,Gurgaon,M,0,Others,Self Employed,0
October,Home and kitchen,Furnishing,5,1212,6060,127.26,Cash,Flagship store,5.0,76126.0,Kolkata,F,0,Others,Others,1
October,Electronics,Computers,5,242,1210,127.05,Cash,Flagship store,5.0,96772.0,Hyderabad,F,1,Graduation,Salaried,0
October,Home and kitchen,Tools,1,1209,1209,126.945,Mobile Payments,TeleShop,5.0,69372.0,Mumbai,M,1,Basic,Salaried,0
October,Electronics,Personal Appliances,3,402,1206,126.63,Mobile Payments,TeleShop,3.0,20935.0,Vishakhapatnam,M,0,PhD,Salaried,0
October,Footwear,Women,5,440,2200,231.0,Credit Card,TeleShop,1.0,83303.0,Vishakhapatnam,M,0,PhD,Self Employed,0
October,Footwear,Mens,4,697,2788,292.74,Credit Card,Flagship store,5.0,142703.0,New Delhi,F,0,Basic,Salaried,0
October,Books,Fiction,2,1132,2264,237.72,Debit Card,MBR,5.0,82050.0,Pune,M,0,PhD,Salaried,0
October,Books,Fiction,4,208,832,87.36,Mobile Payments,e-Shop,5.0,49288.0,Mumbai,F,0,Basic,Salaried,0
October,Home and kitchen,Kitchen,3,1205,3615,126.525,Mobile Payments,Flagship store,5.0,9951.0,Ahmedabad,M,1,Master,Self Employed,1
October,Bags,Women,1,1204,1204,126.42,Mobile Payments,Flagship store,3.0,86292.0,Ahmedabad,M,0,PhD,Salaried,0
October,Bags,Women,5,599,2995,314.475,Debit Card,e-Shop,4.0,91215.0,Kolkata,F,1,PhD,Salaried,0
October,Clothing,Women,5,1237,6185,649.425,Credit Card,MBR,4.0,86824.0,Gurgaon,F,0,PhD,Others,0
October,Home and kitchen,Bath,1,1302,1302,136.71,Mobile Payments,TeleShop,5.0,85233.0,Chennai,M,0,PhD,Salaried,0
October,Home and kitchen,Furnishing,1,1446,1446,303.66,Credit Card,MBR,5.0,68047.0,Gurgaon,M,0,Basic,Salaried,1
October,Electronics,Mobiles,3,400,1200,126.0,Cash,MBR,5.0,118838.0,Gurgaon,M,0,Basic,Salaried,0
October,Electronics,Mobiles,4,457,1828,191.94,Mobile Payments,TeleShop,5.0,13952.0,Vishakhapatnam,F,1,PhD,Self Employed,0
October,Bags,Mens,4,624,2496,262.08,Credit Card,TeleShop,5.0,32619.0,Ahmedabad,F,0,PhD,Others,0
October,Footwear,Kids,4,300,1200,126.0,Mobile Payments,TeleShop,4.0,73136.0,Bangalore,M,0,Graduation,Salaried,0
October,Home and kitchen,Bath,5,88,440,46.2,Mobile Payments,TeleShop,5.0,86072.0,Chennai,M,0,PhD,Self Employed,0
October,Books,Academic,5,855,4275,448.875,Credit Card,MBR,5.0,67921.0,Pune,F,0,Others,Others,0
October,Bags,Women,4,598,2392,251.16,Debit Card,e-Shop,5.0,16386.0,Vishakhapatnam,F,0,Master,Others,0
October,Bags,Women,5,1089,5445,571.725,Credit Card,e-Shop,2.0,21087.0,New Delhi,F,0,Master,Others,0
October,Home and kitchen,Furnishing,2,1363,2726,286.23,Credit Card,MBR,1.0,21677.0,Gurgaon,F,0,Master,Salaried,0
October,Bags,Women,4,298,1192,125.16,Mobile Payments,Flagship store,1.0,119066.0,Gurgaon,M,1,PhD,Self Employed,1
October,Footwear,Kids,4,506,2024,159.39,Mobile Payments,Flagship store,1.0,39748.0,Vishakhapatnam,F,0,Master,Self Employed,1
October,Clothing,Mens,3,703,2109,221.445,Credit Card,Flagship store,5.0,16418.0,Pune,M,0,PhD,Others,0
October,Home and kitchen,Kitchen,4,912,3648,383.04,Credit Card,e-Shop,2.0,63539.0,Vishakhapatnam,F,1,Basic,Salaried,0
October,Home and kitchen,Furnishing,4,297,1188,124.74,Mobile Payments,MBR,5.0,126466.0,Gurgaon,F,1,Basic,Salaried,0
October,Footwear,Kids,3,908,2724,286.02,Credit Card,MBR,5.0,17002.0,Vishakhapatnam,M,0,PhD,Salaried,0
October,Electronics,Mobiles,2,594,1188,124.74,Mobile Payments,e-Shop,5.0,90631.0,Bangalore,M,1,PhD,Others,0
October,Bags,Women,4,445,1780,186.9,Mobile Payments,Flagship store,5.0,66499.0,Bangalore,M,0,Graduation,Salaried,0
October,Bags,Women,3,395,1185,124.425,Cash,Flagship store,5.0,67090.0,Kolkata,M,1,Graduation,Salaried,0
October,Clothing,Mens,1,1185,1185,124.425,Cash,MBR,5.0,35724.0,Vishakhapatnam,F,1,PhD,Salaried,0
October,Footwear,Kids,2,620,1240,130.2,Mobile Payments,TeleShop,5.0,43378.0,Kolkata,M,0,PhD,Self Employed,0
October,Footwear,Kids,5,237,1185,124.425,Cash,Flagship store,3.0,78176.0,Bangalore,F,1,PhD,Self Employed,0
October,Footwear,Kids,2,1187,2374,249.27,Credit Card,e-Shop,5.0,34548.0,Mumbai,M,0,Graduation,Self Employed,0
October,Footwear,Mens,2,1130,2260,237.3,Credit Card,Flagship store,4.0,64719.0,Kolkata,F,1,Master,Others,0
October,Footwear,Women,5,740,3700,388.5,Debit Card,TeleShop,4.0,28406.0,Hyderabad,M,0,PhD,Self Employed,0
October,Electronics,Personal Appliances,4,411,1644,172.62,Mobile Payments,e-Shop,1.0,50523.0,New Delhi,F,0,Others,Others,0
October,Clothing,Women,1,681,681,71.505,Mobile Payments,TeleShop,4.0,13759.0,Hyderabad,M,1,Others,Others,0
October,Bags,Mens,3,1191,3573,375.165,Credit Card,e-Shop,5.0,135190.0,Hyderabad,M,1,Graduation,Self Employed,0
October,Clothing,Women,4,1110,4440,466.2,Credit Card,e-Shop,2.0,7313.0,Gurgaon,M,1,Others,Others,0
October,Clothing,Women,5,1254,6270,263.34,Credit Card,e-Shop,4.0,28464.0,Pune,M,0,Others,Others,1
October,Home and kitchen,Kitchen,5,467,2335,245.175,Debit Card,e-Shop,4.0,28912.0,Kolkata,M,0,Others,Others,0
October,Footwear,Women,5,587,2935,123.27,Cash,MBR,1.0,72678.0,Ahmedabad,F,1,Others,Others,1
October,Bags,Women,5,638,3190,334.95,Credit Card,TeleShop,2.0,11613.0,Chennai,M,1,Master,Others,0
October,Footwear,Mens,3,1313,3939,413.595,Debit Card,e-Shop,5.0,21763.0,Pune,M,0,Master,Self Employed,0
October,Books,DIY,4,537,2148,225.54,Credit Card,e-Shop,4.0,46385.0,New Delhi,M,0,PhD,Others,0
October,Clothing,Mens,4,611,2444,64.155,Mobile Payments,e-Shop,1.0,59413.0,Ahmedabad,F,0,PhD,Salaried,1
October,Electronics,Cameras,1,1070,1070,112.35,Mobile Payments,e-Shop,5.0,126984.0,Ahmedabad,F,1,PhD,Others,0
October,Electronics,Computers,2,1312,2624,275.52,Credit Card,MBR,5.0,48514.0,Vishakhapatnam,F,1,PhD,Salaried,0
October,Clothing,Women,3,165,495,51.975,Mobile Payments,Flagship store,4.0,66968.0,Mumbai,F,0,PhD,Salaried,0
October,Books,DIY,5,1449,7245,152.145,Mobile Payments,TeleShop,1.0,70999.0,Vishakhapatnam,F,1,PhD,Salaried,1
October,Books,Non-Fiction,4,523,2092,219.66,Credit Card,MBR,5.0,75768.0,Vishakhapatnam,M,0,Master,Others,0
October,Home and kitchen,Furnishing,2,786,1572,165.06,Mobile Payments,e-Shop,5.0,95410.0,Gurgaon,M,1,Master,Self Employed,0
October,Electronics,Personal Appliances,5,1204,6020,632.1,Debit Card,TeleShop,5.0,14913.0,Gurgaon,M,0,Basic,Salaried,0
October,Clothing,Mens,1,1166,1166,122.43,Cash,Flagship store,5.0,99454.0,Chennai,F,1,Basic,Others,0
October,Clothing,Mens,4,1112,4448,467.04,Credit Card,e-Shop,5.0,93243.0,Kolkata,M,1,Basic,Salaried,0
October,Footwear,Women,2,1301,2602,273.21,Debit Card,e-Shop,2.0,71002.0,Hyderabad,F,0,PhD,Self Employed,0
October,Books,DIY,5,1063,5315,558.075,Credit Card,e-Shop,3.0,77481.0,Hyderabad,F,0,Graduation,Others,0
October,Clothing,Mens,4,1279,5116,537.18,Debit Card,e-Shop,5.0,74570.0,Kolkata,M,0,Graduation,Salaried,0
October,Bags,Mens,5,502,2510,263.55,Credit Card,e-Shop,4.0,82666.0,Chennai,M,1,Graduation,Others,0
October,Clothing,Mens,1,191,191,20.055,Mobile Payments,TeleShop,5.0,23290.0,New Delhi,F,0,Graduation,Others,0
October,Bags,Mens,5,233,1165,122.325,Mobile Payments,e-Shop,5.0,51476.0,Mumbai,M,0,Graduation,Self Employed,0
October,Bags,Mens,4,1253,5012,526.26,Credit Card,TeleShop,5.0,23241.0,Chennai,F,0,Graduation,Salaried,0
October,Books,Non-Fiction,4,942,3768,395.64,Debit Card,e-Shop,5.0,42230.0,Kolkata,M,1,Graduation,Salaried,0
October,Clothing,Women,1,908,908,95.34,Mobile Payments,e-Shop,2.0,16407.0,Gurgaon,F,1,Graduation,Salaried,0
October,Books,Non-Fiction,5,987,4935,310.905,Credit Card,MBR,2.0,133877.0,Mumbai,M,1,Master,Self Employed,1
October,Clothing,Women,1,1302,1302,136.71,Mobile Payments,e-Shop,5.0,102418.0,Pune,F,1,Master,Others,0
October,Home and kitchen,Furnishing,1,767,767,402.675,Credit Card,e-Shop,1.0,16875.0,Hyderabad,M,1,Graduation,Self Employed,1
October,Clothing,Women,1,968,968,101.64,Mobile Payments,e-Shop,2.0,100903.0,Gurgaon,M,1,Master,Self Employed,0
October,Home and kitchen,Bath,2,1170,2340,245.7,Debit Card,e-Shop,4.0,105652.0,Pune,F,1,Master,Salaried,0
October,Books,Fiction,2,1266,2532,265.86,Debit Card,TeleShop,5.0,48426.0,Hyderabad,F,1,Graduation,Salaried,0
October,Home and kitchen,Furnishing,5,981,4905,309.015,Debit Card,e-Shop,1.0,156572.0,Hyderabad,M,0,Master,Self Employed,1
October,Footwear,Kids,1,1159,1159,121.695,Mobile Payments,e-Shop,5.0,40025.0,Bangalore,M,1,Master,Self Employed,0
October,Clothing,Women,5,630,3150,330.75,Credit Card,e-Shop,3.0,60324.0,Vishakhapatnam,M,1,Master,Others,0
October,Home and kitchen,Kitchen,2,578,1156,121.38,Mobile Payments,Flagship store,4.0,32194.0,Mumbai,M,1,Master,Salaried,0
October,Footwear,Women,3,1040,3120,327.6,Debit Card,e-Shop,5.0,88303.0,Pune,F,0,Others,Self Employed,0
October,Bags,Mens,4,1174,4696,493.08,Credit Card,e-Shop,5.0,39013.0,Pune,M,1,Master,Others,0
October,Clothing,Mens,5,637,3185,334.425,Credit Card,e-Shop,4.0,68696.0,Vishakhapatnam,F,0,Master,Others,0
October,Bags,Mens,4,289,1156,121.38,Mobile Payments,e-Shop,4.0,46271.0,Gurgaon,M,0,Master,Self Employed,0
October,Footwear,Women,5,1448,7240,760.2,Credit Card,e-Shop,5.0,75461.0,Ahmedabad,M,0,Master,Others,0
October,Electronics,Personal Appliances,1,1154,1154,121.17,Mobile Payments,e-Shop,5.0,91429.0,Vishakhapatnam,M,1,Master,Salaried,0
October,Books,Fiction,4,595,2380,249.9,Debit Card,MBR,5.0,56084.0,Gurgaon,F,1,Master,Salaried,0
October,Electronics,Audio and video,3,1417,4251,446.355,Credit Card,MBR,5.0,129696.0,Gurgaon,M,1,Others,Self Employed,0
October,Home and kitchen,Bath,2,1061,2122,222.81,Debit Card,Flagship store,2.0,71765.0,Chennai,M,1,Others,Self Employed,0
October,Home and kitchen,Kitchen,3,1086,3258,342.09,Debit Card,e-Shop,5.0,91081.0,Hyderabad,F,1,Graduation,Others,0
October,Clothing,Mens,2,1472,2944,309.12,Credit Card,e-Shop,4.0,10147.0,Mumbai,M,0,Basic,Others,0
October,Home and kitchen,Tools,1,447,447,46.935,Mobile Payments,e-Shop,3.0,106610.0,Hyderabad,F,0,Others,Salaried,0
